Link,Title,Location,Salary,Summary
https://kr.indeed.com/viewjob?jk=4e4c0ded02e9efd4,모바일 RPG 게임,Success Korea 서울,,"자료구조, 알고리듬 사용 및 로직 구현에 능숙한 분 -C++, C#, Python 언어 중 하나를 능숙하게 사용 -새로운 언어, 환경에 대한 두려움이... 능숙한 분 -C++, C#, Python 언어 중 하나를 능숙하게 사용..."
https://kr.indeed.com/viewjob?jk=08be646e8b5508e6,소프트웨어 프로그래밍 엔지니어,이투비비 서울 금천구,,"학력사항: 대학(2,3년)졸업 이상 직무기술: C·C++, C언어, Python [우대사항] 영어가능자 (비지니스 회화) 운전가능자 관련 자격증 보유... 그래머>C·C++|인터넷·IT·통신·모바일·게임>응용프로그래머> Python"
https://kr.indeed.com/viewjob?jk=3e80435be74cd28f,블록체인인터넷경제연구센터 위촉연구원,광주과학기술원 광주 북구,,업무) 지원자격 연구직 O명 블록체인 연구 및 프로그래밍 제작 1) SW프로그래밍 제작 경험자 2) Python/C/Java/Go 프로그래밍 가능자 3) 블록체인 개발 경험자 우대 4) 컴퓨터공학 및 컴퓨터사이...
https://kr.indeed.com/viewjob?jk=c74c99c413a34fae,"Database Consultant, South Korea",EDB 경기도,,"scripting languages like BASH, KSH, Python, Perl etc.. Working knowledge of MS... like C, C++, PHP, python, Java or Ruby..."
https://kr.indeed.com/viewjob?jk=7b7ce79c1063c703,대기업계열 화학사 DT전략수립 및 분석 (대리급),에이치알 코리아 대한민국,,"과제 수행, 분석 시스템 구축/운영 경험 - DW 관련업무 수행 경험 - 데이터 분석 전략 수립 경험 - Python. R 등 활용 경험 - 국내 제조/화학 대기업 Big Data 분석 경험자 - 머신러닝 및 딥러닝를 이해하..."
https://kr.indeed.com/viewjob?jk=9fa9d498506f86aa,기술영업(신입/경력),에이치알 코리아 대한민국,,"모집부문 기술영업(신입/경력) 업무내용 - 담당업무 : 기술영업 -> 국내 기술영업 지원자격 - 자격요건 영어 구사 가능자( 토익 750점 이상 또는 준하는 역량) - 우대사항 - 프로그래밍 언어 사용가능자(C, VB, Python)"
https://kr.indeed.com/viewjob?jk=b06176c3a7092e0a,Customer Facing Data Scientist,Ever Better Recruitment (EBR) 서울,,ensure appropriate communication Experience in R or Python analysis Up to 50% off-site visits English ability to perform...
https://kr.indeed.com/viewjob?jk=ea7a7ab6e15151c1,WaveBridge BackEnd Developer 경력직,웨이브릿지 서울 강남구,,"적인 사고 및 알고리즘을 좋아하시는 분 Java, Spring 및 Design Pattern 에 대한 이해 Python 데이터 분석 및 웹개발 경험 RESTful API 서버에 대한 이해 및 구현 능력 기본적인 SQL문 작성..."
https://kr.indeed.com/viewjob?jk=4eb183fabe6be063,"Senior, QA Engineer (CMG Tech)",Coupang 3.0 서울,,"완전한 소프트웨어 개발 프로세스에 대한 노출 경험 JavaScript에 능숙하면서 그 외 Java, C#, Python 등 적어도 다른 한 가지 이상의 프로그래밍 언어에도 능숙 우대 사항: 광고 그리고/또는 이커머스 도메..."
https://kr.indeed.com/viewjob?jk=55d856d12c2156ca,Senior Full-stack Developer,Asiance 서울,,"React 혹은 WordPress 등의 CMS도 사용 Python, Node.js, Java, PHP for backend development. Python, Node.js, Java, PHP 등을 사용하여 백엔드 개발..."
https://kr.indeed.com/viewjob?jk=3d9767102d05d20c,에이테크 함께할 R&D연구원(석사),에이테크 울산 중구,,"- 기본 데이터를 사용하기 위한 프로그램 사용 가능자 ( Python, C++, Tensorflow, Keras, OpenCV 등 실무 이해 가능자) - 머신러닝/딥러닝에 대한 폭넓은 기본지식 보유자 (데이터 분석 및 모델링 능력..."
https://kr.indeed.com/viewjob?jk=d5597ab320c653af,검색품질 담당,Success Korea 서울 삼성동,,"의 흐름 이해 자 - Excel 과 정규식 숙련 자 - 코딩 스킬 ( Python, Shell script, Java, R) 우대 [전형절차] 폰인터... 과 정규식 숙련 자 - 코딩 스킬 ( Python, Shell script..."
https://kr.indeed.com/viewjob?jk=e429c7f6fd2443c4,Principal Business Analysis (Service des...,Coupang 3.0 서울,,"우대사항: 이커머스 또는 유통 업계 근무 경력을 보유하신 분 재무/통계 또는 컴퓨터공학 관련 학사학위 Python, R 등 기타 Programming language 사용 경력을 보유하신 분 한국어, 영어 모두 능숙한 커뮤..."
https://kr.indeed.com/viewjob?jk=1b17d214a0d694f1,머신러닝기반 데이터분석_신입[4차],Success Korea 서울 선릉역,,"알고리즘 및 모델 연구개발 [자격요건] - 대졸 이상 - R 또는 Python을 활용한 데이터 처리 및 분석 프로젝트 경험 - 수학, 통계, 산업공... 자격요건 - 대졸 이상 - R 또는 Python을 활용한 데이터 처리 및..."
https://kr.indeed.com/viewjob?jk=aaddfd7bbf12d7a1,Data Engineer (머신러닝),Success Korea 서울,,"작업 필수사항 : - SQL, Spark를 이용한 데이터 처리 - Cloud를 이용한 서비스 개발 경험 - Python 또는 Scala 능숙자 - Hadoop echo system에 대한 이해 - 머신러닝 관련 업무 희망자..."
https://kr.indeed.com/viewjob?jk=6ef66bd841739a4b,[IT R&D] 머신러닝 개발 부문 (과장),Success Korea 서울 을지로동,,"머신러닝/딥러닝 소프트웨어에 대한 지식 * Java, C/C++, Python, LISP 등 프로그래밍 언어 전문 지식 및 개발 능력 보유 (머신러... 대한 지식 * Java, C/C++, Python, LISP 등 프로그래밍..."
https://kr.indeed.com/viewjob?jk=0f26fc885d7f30ee,고객데이터 분석 (3년이상),Success Korea 서울,,"사이언스 직무 경력 3년 이상 필수조건 : - 데이터 분석 및 모델링을 위한 분석 Tool 활용 능력 ( Python, R 등) - 대용량 데이터의 효율적 사용을 위한 빅데이터 분석 플랫폼 경험자 (Hadoop, Hive..."
https://kr.indeed.com/viewjob?jk=b55ab8f1eb968bca,Search Developer,Success Korea 서울,,"관련 아키텍처 및 소스분석 대용량 데이터 처리와 관련한 기반 지식 Java, C/C++, Python 등 Programming( Python개발자 우대) 검색랭킹개발 및 데이터 분석을 위한 전문지식 Information..."
https://kr.indeed.com/viewjob?jk=c8223ae2dcaecb8c,"[급구] 주4일 WEB/APP (연구원/마케팅) 정규직, ESP32 머신...",루이테크놀로지 성남 수정구,,"상세 이력서 등록하기 지원양식 커리어 온라인 이력서 직무/산업 직무별(직종) 웹프로그래머웹프로그래머, JAVA, Python 응용프로그래머전산전공, Application 산업별(업종) 솔루션.ASP.소프트웨어 소프트웨어개발"
https://kr.indeed.com/viewjob?jk=f2862292f0a18038,Machine Learning Engineer (이미지기술개발),Success Korea 서울,,"설정 포함) 및 연동 경험 우대 - 비지니스 영어 회화 가능자 - 창의적 문제 해결 능력 보유자 - Python/JAVA 사용자, Andorid/iOS 개발 경험자, Windows Programing(C#, MFC 등..."
https://kr.indeed.com/viewjob?jk=eb4f78c31e1860f4,데이터분석가,Success Korea 서울 +1 지역,,"데이터를 기반으로 현업 부서와 원활한 커뮤니케이션 능력 보유 - SQL 활용 능통자 우대사항 : - Python, R, 하둡, Spark 등 활용 가능자 - 통계 관련 또는 컴퓨터공학 관련 전공자 - Google..."
https://kr.indeed.com/viewjob?jk=e8ff70f4dd69a226,플랫폼 개발,NHN 4.4 성남 판교역,,"개발 - C/C++ 또는 Java/ Python 개발 경력 5년 이상... RabbitMQ 등의 메시지 큐를 이용한 개발 경험 - C/C++, Python 등의 다양한 개발 언어 구사 함께 만들고 싶습니다..."
https://kr.indeed.com/viewjob?jk=6e2edb2a07654c30,Data Analyst,Success Korea 서울,,"데이터 분석 경력 최소 3년 이상(전 직급) - SAS, R, Python, SQL 중 두 개 이상의 분석 도구에 대한 이해 - 통계 분석 및... 전 직급) - SAS, R, Python, SQL 중 두 개 이상의 분석..."
https://kr.indeed.com/viewjob?jk=1e7ef9d47933a772,CX - Consulting Engineer (Technical Lead...,Cisco Systems 4.1 서울,,"one or more... modern computing languages including: Python, Java, Node.js Experience with software or automation tools..."
https://kr.indeed.com/viewjob?jk=30653a1d420302f2,2020-3회 인지 및 사회성 연구단 인지 교세포과학 그룹 연구원/박사후...,기초과학연구원 대전,,"험자, Large scale neural population activity data 분석(MATLAB or Python 등) 유경험자 ㅇ 인원: 1명 분야⑩ - 신경생물학(공감행동을 조절하는 유전자 및 시냅스 기전연구) ㅇ..."
https://kr.indeed.com/viewjob?jk=d30038cd4e0afa9c,Machine Learning Engineer (자연어처리),Success Korea 서울,,"Tensorflow/Keras, Pytorch 중 하나 이상 활용력 보유 - Python 중급 이상 활용력 보유 - 서버개발 지식 보유 우대사항... 중 하나 이상 활용력 보유 - Python 중급 이상 활용력 보유 - 서버..."
https://kr.indeed.com/viewjob?jk=5f9f2df6b4e3ba4f,PostgreSQL Database Consultant,www.enterprisedb.com 서울 강남역,"연봉 101,351,696원","scripting languages like BASH, KSH, Python, Perl etc.. * Working knowledge of MS... like C, C++, PHP, python, Java or Ruby..."
https://kr.indeed.com/viewjob?jk=7a08f5e589b10a00,"Senior, Software Engineer (Search Qualit...",Coupang 3.0 서울,,"경험 Java, Scala, Python 등의 객체 지향 언어에서 3년... Object Oriented language, Java, Scala, Python Data processing... Hadoop cluster..."
https://kr.indeed.com/viewjob?jk=6f29b95e3fb173f5,그로스해킹/데이터분석 (5년이상),Success Korea 서울,,"데이터 분석과 마케팅자동화, 시각화, A/B Test 등 데이터 관련 Tool 활용 경험 (SQL, Python, R / Google Analytics, Appsflyer / Tableau, Kibana 등) - 대용량 데이..."
https://kr.indeed.com/viewjob?jk=8a944e50635e8ac8,Cloud Infrastructure (DevOps) Engineer,Sendbird 서울,,"e.g. Python) and automation skills... Unix/Linux systems Understanding of Python, Java, and Event-Driven Frameworks..."
https://kr.indeed.com/viewjob?jk=9b09565fe78ef392,DX혁신부문 Tech Lab Senior Machine Learning...,이투스교육 서울 강남구,,"분 - 일반적인 백엔드 시스템 설계 및 개발 - ML/AI 시스템 아키텍쳐 설계 경험 - Python, scala, R 등 ML 및 통계 관련 언어 사용 경험 - 머신러닝 프레임워크 경험자 (TensorFlow..."
https://kr.indeed.com/viewjob?jk=99e76e3ade272a0a,C / C++ for our CDN/ADN system Developer,Success Korea 서울,,"testing, and release ? Pluses: XML, Python, SQL, OpenSSL and various streaming... Pluses: XML, Python, SQL, OpenSSL..."
https://kr.indeed.com/viewjob?jk=c4338692c14fa45a,머신러닝 엔지니어 (3년이상),Success Korea 서울,,"평가 및 개발, 적용 필수사항 : - PyTorch, Tensorflow 중 1개 이상 사용 가능 - Python 중급 이상 - 딥러닝 관련 지식 보유 - 선형대수, 통계학 등 지식 보유 우대사항 : - 머신러닝..."
https://kr.indeed.com/viewjob?jk=cd0aadc5782a9ea0,Senior Business Transformation Consultan...,IBM 3.9 서울,,"statistics, optimisation or related field . Experience with R, Python, programming in C, C++, Java, etc . Experience working..."
https://kr.indeed.com/viewjob?jk=3a521c162c858ff4,QA,Success Korea 서울 충무로역,,"로젝트 경험자 우대 (포트폴리오) - 자동화 테스트 경험자 우대 - Python, Github, CI/CD 관련 지식 보유자 우대 [전형절차] 서류... 자동화 테스트 경험자 우대 - Python, Github, CI/CD 관련..."
https://kr.indeed.com/viewjob?jk=de02498698b3c239,Back-end Developer 백엔드 개발자 (JAVA),Peer 서울 강남구,,"경험 사용자 인증 메커니즘에 대한 이해 및 암호화 관련 개발 경험 Python, Go, Scala, C, Java 언어 실무 경험이나 다양한 언어... 기반), Node.js, Python 사용 DB : Mysql/Maria..."
https://kr.indeed.com/viewjob?jk=87674335527140f7,"Presales Consultant, Solution Architect...",Hewlett Packard Enterprise 3.8 서울,,"Experience 빅데이터, 클라우드, 쿠버네티스 컨테이너 관련 경력자 프로그래밍 언어( Python, Linux etc.)에 대한 이해 Bachelor’s degree in engineering or from..."
https://kr.indeed.com/viewjob?jk=8d3779495965701b,[경력직] 미들웨어/PasS 엔지니어 채용,에이치알 코리아 서울,,"Kubernetes, Ansible) - 컨테이너 적용 및 개발자 - 오픈스택, ceph 경험자 - python, go 개발경험과 Ansible 경험자 근무조건 격주 4일 근무제(금요일 격주휴무) 월요일 10시-18시 / 화..."
https://kr.indeed.com/viewjob?jk=b18fa310f705ed6d,[공통기술부문] 클라우드플랫폼 개발자,우아한 형제들 서울 송파구,,"개발 경험이 있으신 분 - Java, Kotlin, Javascript, Typescript, Golang, Python 중 1개 이상의 언어에 능숙하신 분 - 우아한형제들의 개발 문화에 동의하시는 분 1) 우리는 우아하기..."
https://kr.indeed.com/viewjob?jk=98c2229e57d4ee1f,전기전자컴퓨터공학부(바이오컴퓨팅연구실) 위촉연구원,광주과학기술원 광주 북구,,"국가보훈대상자(취업보호대상자) 및 장애인은 관련 법령에 의거하여 우대 ② 컴퓨터 프로그램밍 (Matlab, Python, C++등) 가능자 ③ 뇌파 측정 및 분석 2년 이상 경력 ➃ 딥러닝 기술 개발 경험 결격사유..."
https://kr.indeed.com/viewjob?jk=31be560f3d6a7963,SITE RELIABILITY ENGINEER,"ODK Media, Inc. 서울 강남구",,web service works both Frontend and Backend side. Especially in Python/Django. Contribution to Open Source projects Fluency...
https://kr.indeed.com/viewjob?jk=360f14f0eac93221,Senior Business Analyst (Site Merchandis...,Coupang 3.0 서울,,"분 모호하거나 복잡한 분석 내용을 간단 명료하게 구두 및 서면으로 전달하실 수 있는 분 우대 사항: Python, R 등 통계 분석용 소프트웨어 활용 경험이 있으신 분 통계/수학/컴퓨터공학/심리재무 관련 분야의 학사..."
https://kr.indeed.com/viewjob?jk=e58c6fe6fd87f03e,Operations Associate (운영팀원) - 한국,Beam 서울,,"business content • Proficiency in SQL, Python, R, GIS is advantageous 자격요건 • 학사학위... 완전한 문서 번역 가능 • SQL, Python, R, GIS 숙련자 우대..."
https://kr.indeed.com/viewjob?jk=dd7101e8b95e5f5d,DevOps 개발자,고도소프트 서울 구로구,,"경력 2년 이상 ~ - Linux 시스템 이해가 높으신 분 - 호스팅 서비스에 대한 이해가 높으신 분 - Python, Java 등 Back-end 개발 경험이 있으신 분 우대사항 - 대용량 트래픽 및 트래픽 분산 처리 경험..."
https://kr.indeed.com/viewjob?jk=a35563d9c3ef647d,[신규프로젝트] 차세대 콘솔 테크니컬 아티스트 채용,엔씨소프트 2.7 성남 판교역,,Shader 제작 Skill - 프로젝트 개발 전반에 걸친 성능 분석(Profiling)Skill - Python등 개발언어 활용 능력 제출서류 포트폴리오(필수) 전형단계 서류전형 1차 면접 NC TEST 2차 면접 처우협...
https://kr.indeed.com/viewjob?jk=2e7b4cdaddc82b04,Surfacing,Mofac 서울 서초구,,"UV 매핑, 텍스쳐 과정 등 전과정에 대한 이해 – 타 파트와 긴밀한 협조 능력 우대사항 – Maya, Python 가능자 – Hair, Fur 작업 가능자 전형절차 서류전형 1차 실무면접 2차 임원면접 최종합격 서류전형..."
https://kr.indeed.com/viewjob?jk=7a4a03e57d1263a2,기업부설연구소 연구원 경력 정규직,이룸에스엔에스 경기도 부천,,인터넷·IT·통신·모바일·게임>응용프로그래머>.NET|인터넷·IT·통신·모바일·게임>응용프로그래머>VB.NET|인터넷·IT·통신·모바일·게임>응용프로그래머>VoIP|인터넷·IT·통신·모바일·게임>응용프로그래머> Python
https://kr.indeed.com/viewjob?jk=d8b903e3573250b1,Alibaba Cloud Intelligence Solutions Arc...,Alibaba 서울,,"solutions for enterprise customers. - Experience with Java/PHP/ Python/Scala/Go/C++ development, familiar with JDBC, XML, Web..."
https://kr.indeed.com/viewjob?jk=3c1331c8e7e611fe,인증아이템 신규 플랫폼 서버 개발자 모집,카카오 4.0 성남 판교역,,"분 모바일 환경을 위한 API 시스템 개발 경험이 있는 분 특정 언어 하나에 능숙하신 분으로, 배워서라도 Python 또는 Ruby 개발이 가능한 분 [우대사항] 백엔드 서버와 웹 프런트엔드 모두 개발 가능한 분 필독사항..."
https://kr.indeed.com/viewjob?jk=57a546aba8188299,iOS 개발자,스포카 서울 강남구,,"학습에 대한 열정: 현재 스포카 크리에이터는 MSA기반의 서비스를 운영하고 있으며, 언어로는 Kotlin, Python, TypeScript, Rust, C#, Haskell 등 다양한 언어를 사용 중입니다. 웹/앱 관련하여..."
https://kr.indeed.com/viewjob?jk=e0bd768490336a11,"데이터마이닝, 데이터사이언스 신입 인턴",성공하는공장 서울 강남구,,"학과, 전산학, 컴퓨터공학과, 통계학 [우대사항] 전공계열: 인문과학계열, 공학계열 자격증: EXCEL, PYTHON, 컴퓨터활용능력 우대사항: 인근거주자 0 명 근무조건 고용형태: 인턴(근무기간 협의 후 결정, 수습기간 3..."
https://kr.indeed.com/viewjob?jk=a746de9c7a6168ef,Healthcare Real World Data Analyst 담당자,IQVIA 서울,,"HEOR 전반적인 업무 수행 Qualifications Claims Data 관련 분석 경력자 SAS / Python / R 등 통계 프로그래밍 언어 사용 가능자 통계학 전공자, 통계 및 Epidemiology 관련 석사..."
https://kr.indeed.com/viewjob?jk=f91bdb1160ad64d2,"빅데이터, Python 외 신입 정규직",주)씽크풀 서울 영등포구,,"주)씽크풀 빅데이터, Python 외 신입 정규직 채용 모집부문 및 자격요건 담당업무 자격요건 인원 [담당업무] 파이썬( Python) 콘텐츠 알고리즘... 게임>빅데이터·AI(인공지능)> Python|인터넷·IT·통신·모바일·게임..."
https://kr.indeed.com/viewjob?jk=e4f1914b34f03ca2,Deep Learning R&D Engineer,Intel 4.1 서울,,"Caffe, and MxNet Strong programming skills with C/C++ and Python Experiences on programming and testing on Linux environment..."
https://kr.indeed.com/viewjob?jk=2d83dcf8baac736b,Technical Solutions Engineer,MightyHive 서울,,"Python and R Machine Learning, Tensor Flow Data Visualization Data Engineering, ETL Technology Used Node.js, Python, Flask..."
https://kr.indeed.com/viewjob?jk=94287420f32c2e10,[Clova CIC] Clova 머신러닝 Scientist 개발 인턴 ​...,네이버 서울,,"연구 및 개발 [ 자격요건] - 2021년 상반기 내 인턴 근무 및 최종 정규직 입사가 가능하신 분 - Python 및 딥러닝 프레임워크 (PyTorch, Tensorflow) 개발 역량 - 새로운 기술이나 업무에 대한..."
https://kr.indeed.com/viewjob?jk=b9f6d0688351f5f7,[진행중]우리은행 빅데이터사업부 전문직(데이터 분석가) 채용공고,우리은행 4.5 서울 회현동,,ML/DL 기술을 활용한 분석모델 개발 및 서비스를 적용해 본 경험이 있는자 - 데이터 분석을 위한 언어( Python/R)를 하나 이상 능숙하게 다룰 수 있는자 우대사항 - 금융분야 ML/DL 관련 업무 경력 2년...
https://kr.indeed.com/viewjob?jk=55584c627df1acaa,데이터 분석가/사이언티스트(신입/인턴 가능),쏘카 대한민국,,"Sheet) 등 데이터 분석 도구를 원활히 다루시거나, 앞으로 원활히 다루고자 하는 의지가 높으신 분 • Python, R 등의 프로그래밍 언어 혹은 데이터 분석 언어를 1개 이상 능숙하게 사용 가능하신 분 전형절차 서류..."
https://kr.indeed.com/viewjob?jk=b658bf0e47e92299,Native Korean Speaking Software QA Test Engineer,TikTok 서울 여의도역,"월급 4,000,000원 - 6,000,000원","Education, Technical Skills / Knowledge) * Experience on Python, Shell * Experience in test tools/framework... Charles..."
https://kr.indeed.com/viewjob?jk=7453bfdc26273cd9,Quantitative Researcher,자산운용: Quantitative Research 서울,"연봉 110,000,000원 - 140,000,000원","깊은 사고력, 창의력, 직업적 윤리의식, 끈기 있고 명석한 자가주도형 인재 프로그래밍 가능 (C++, Python 선호하나 필수는 아님) 글로벌 금융 시장에 대해 배우려는 강력한 의지 영어로 의사소통이 원활하신 분 (서면 및..."
https://kr.indeed.com/viewjob?jk=fe493a78d2a25cf6,프론트엔드 개발자,(주)블랙로직 서울 성동구,"월급 3,000,000원",해결에 활용할 수 있도록 GUI 기반 분석 솔루션 Visual Python을 활용하여 교육 및 협업 생태계를 만들어가고자 합니다. [Mission... AI(인공지능) 대한 경험 - Python Language에 대한 이해...
https://kr.indeed.com/viewjob?jk=d852018122f62ace,[신성장] 개발 엔지니어 (인턴직),버즈니 서울,,"위해서 필요한 일을 스스로 발굴하고, 성장할 수 있는 개발자와 함께 일하고 싶습니다. 이런 일을 담당합니다 Python 언어 사용 – Data crawling : 다양한 상품 데이터 수집 (예: 상품 가격, 이미지, 상세설명..."
https://kr.indeed.com/viewjob?jk=ed3cb0c04f6d8345,DATA ENGINEER,Cobblestone Energy 서울,,Data Engineer. 5+ years of work experience in Java and Python. Strong knowledge in Kafka/ Kinesis/ Redshift/ Spark is a big...
https://kr.indeed.com/viewjob?jk=425ed567788202a3,Software Engineer Intern,Intel 4.1 서울,,"environment Preferred Qualifications Programming skills with Python Understanding of operating systems, system software..."
https://kr.indeed.com/viewjob?jk=115f62e82db4dace,Associate,주식회사 지니얼로지 서울,"연봉 50,000,000원","familiarity... broad range of databases. * Experience with Python packages for analytics, data science, and machine..."
https://kr.indeed.com/viewjob?jk=c6f624615d1e3da4,"[Search] 파파고 머신러닝(자연어처리, 컴퓨터비전) 엔지니어 (신입...",네이버 서울,,"이해가 깊은 분 (ex: TensorFlow, PyTorch) · Python, C++ 등의 프로그래밍 언어를 1개 이상 자유자재로 다루고 Linux... 찾고, 해결할 수 있는 분 · Python 등의 프로그래밍 언어를 1 개..."
https://kr.indeed.com/viewjob?jk=3d0cc83899a9b37f,[개발]CI/CD 엔지니어(정규직),위메프 2.8 대한민국,,"배포 경험이 있는 분 [우대사항] - kubernetes 기반 서비스 운영경험이 있는 분 - JAVA, python 등 웹어플리케이션용 개발언어 1개 이상 경험이 있는 분 - 네트워크, 리눅스 기반 관련 지식 보유한 분..."
https://kr.indeed.com/viewjob?jk=23dfc13905f7fcc0,[Search] Knowledge Base Applications (신입...,네이버 서울,,"이터 수집 및 취합 - 빅데이터 기술을 이용한 데이터 분석 - 데이터 시각화 [필요기술] - Java/ Python/Scala 중 최소 1 가지이상 숙련자 - Web(HTML, JS, D3 ) [우대사항] - 대용량 데이..."
https://kr.indeed.com/viewjob?jk=9fe4755841bec8ce,"데이터 분석 및 컨설팅 분야 (Python, SAS, 빅데이터) 경력직",한국정보기술단 과천 과천시,,"데이터 분석 및 컨설팅 분야 ( Python, SAS, 빅데이터) 경력직... 대졸 이상 (학사 이상 우대) - 데이터 분석 분야 경력 2년 이상 ( Python, R, SAS 기반의 DATA Preparation, 통계, 머신러..."
https://kr.indeed.com/viewjob?jk=27ea6faf6a8516fd,퀀트 개발자 (Quant Developer),ATZ Inc. 서울,"연봉 30,000,000원 - 40,000,000원",any... following languages. (C/C++/C#/ Python/Java/Node.js)* Experience with R... languages) C/C++/C#/ Python/Java R/Excel...
https://kr.indeed.com/viewjob?jk=fb617eeb80ea6fa9,AI/빅데이터/클라우드 분야 (인재 Pool),LG유플러스 3.8 서울,,"Science를 위한 언어(R/ Python) 및 Tool(scikit-learn/Tensorflow 등) 능숙자 . Deep Learning Model 구현 경험자 . Java, Python등을 이용하여 분석을 위한 Data..."
https://kr.indeed.com/viewjob?jk=18f62dc644a89e0c,2021 Global Data Internship - Seoul (Kor...,Bloomberg 서울,,"work experience using one or more programming language (e.g. Python, JavaScript, SQL, etc.) Prior coursework or involvement..."
https://kr.indeed.com/viewjob?jk=ae775fd3698cfd07,Deep Learning Engineer Intern,Intel 4.1 서울,,optimization strategies Programming skills with Python/C++ Experience working with one or more deep learning frameworks...
https://kr.indeed.com/viewjob?jk=210243e0776dc26f,Data Engineer(신입),PUBG 서울,,"해외 여행에 결격사유가 없고, 한국어 의사소통이 원활하신 분 - 서초 Office 출근이 가능하신 분 - python으로 프로그래밍이 가능하신 분 [우대 사항] - 퍼블릭 클라우드 서비스에서 개발하고 운영 하는 것에 관심..."
https://kr.indeed.com/viewjob?jk=8b191f9812931802,[진행중]우리은행 AI사업부 전문직(AI알고리즘 고도화) 채용공고,우리은행 4.5 서울 회현동,,"업무 경력 5년 이상 - Tensorflow, Pytorch 등 머신러닝 도구 활용 역량 보유 - Python, R 등 프로그래밍 활용 역량 보유 - 프로젝트 매니징 또는 직무 리더 경험자 우대사항 - AI..."
https://kr.indeed.com/viewjob?jk=7d4bc2a107c6669b,Customer Engineer,Microsoft 4.2 서울,,least 5 years welcome experience in model development using python or R. Experience in migrating from one database to another...
https://kr.indeed.com/viewjob?jk=4adac8923476d038,프랭클린템플턴투신운용 Junior Trader (Quant base 필수...,프랭클린템플턴투신 대한민국,,"object-oriented programming and intermediate programming proficiency in Python, R or MATLAB, and SQL are essential. Licenses..."
https://kr.indeed.com/viewjob?jk=1042787aa4b5c20d,Software Technical Consulting Engineer I...,Intel 4.1 서울,,"without requiring sponsorship. - Familiar with C or C+, Python, Embedded System, Code Optimization in CPU and GPU. - Strong..."
https://kr.indeed.com/viewjob?jk=d2603c1cfe3f3d27,"Python, JAVA 외 신입/경력 정규직, 계약직, 프리랜서 외",블루닷 서울 강남구,,"블루닷 Python, JAVA 외 신입/경력 정규직, 계약직, 프리랜서 외... 취소될 수 있습니다. 인터넷·IT·통신·모바일·게임>응용프로그래머> Python|인터넷·IT·통신·모바일·게임>응용프로그래머>JAVA|교육·교사·강사..."
https://kr.indeed.com/viewjob?jk=b861e113e1b79442,AI/ NLP 개발자(Python/JAVA) (전문연구요원 병역특례 가능...,엔에이치엔다이퀘스트 서울 구로구,,AI/ NLP개발자( Python/JAVA) 모집(전문연구요원 병역특례가능... ㆍ나이/성별 : 무관 Python 개발자와 JAVA 개발자 AI 그룹 [담당업무] ㆍ소프트웨어 솔루션(JAVA / Python) 기반 AI 시스템 개발...
https://kr.indeed.com/viewjob?jk=22cb73e6c5136249,한화생명 플랫폼개발팀 경력채용 (정규직),한화그룹 4.2 서울,,"경력 2년 이상 혹은 그에 준하는 경험 - 웹과 모바일 앱에 대한 높은 이해 - JAVA, Node.js, Python 등 테스트 자동화를 위한 개발 능력 - 논리적 사고와 문제 분석 및 해결 능력 - 동료들과 적극적이고..."
https://kr.indeed.com/viewjob?jk=e5ca14de265f7fc9,Data Analyst,레이니스트 서울,,"가지신 분 Business Intelligence 시스템 및 비즈니스 리포팅 툴의 활용 능력 프로그래밍 언어( Python/R, etc)를 활용하여 데이터 분석이 가능하신 분 더 나은 데이터 기반 서비스를 만들기 위해 동료들과..."
https://kr.indeed.com/viewjob?jk=4665562997b87ff0,글로벌 소셜카지노 부문 사업PM,네오위즈 대한민국,,슬롯/블랙잭 등의 카지노 게임에 대한 이해도가 있으신 분 2. SQL 사용이 익숙하신 분 3. 엑셀/R/ Python을 활용해 통계 분석이 가능하신 분 4. 영어 활용 능력이 높으신 분 * 면접 일정 안내는 서류 합격...
https://kr.indeed.com/viewjob?jk=aac8e9355cb855ac,[인재풀] 아티스트,Electronic Arts 서울,,Maya or 3D Max등의 아트웍 툴 사용 경험 Max script 또는 Mel Script의 사용 경험 C# 또는 Python 언어에 대한 이해 및 활용 능력 아트웍 관련 툴 제작 또는 플러그인 제작 경험
https://kr.indeed.com/viewjob?jk=42ac23ae45034e6a,DBM (Data-based Marketing) 분야 경력사원,SK에너지 서울,,"수행/Leading 경험 (2년 이상) 프로그래밍 언어/Big Data 분석 Tool 활용 전문가(R, Java, Python, TensorFlow 등) M/L, D/L Algorithm 자체 개발 가능자 ◆ 자격요건 (우대..."
https://kr.indeed.com/viewjob?jk=8c8700db243d1a3c,Applications Engineer (Library Character...,Synopsys 서울,,"Working knowledge of scripting languages like TCL, Unix Shell, Python, or Perl. Prior AE/design experience is a plus. Working..."
https://kr.indeed.com/viewjob?jk=ce97cc7e1904d7ff,솔루션 개발자,고도소프트 서울 구로구,,"쇼핑몰 솔루션 개발 경험이 있으신 분 - 분산환경에서의 Application 개발 경험이 있으신 분 - PHP 외 Java, Python등의 언어로 개발 경험이 있으신 분 - 클라우드 환경에서의 개발 경험이 있으신 분 비고"
https://kr.indeed.com/viewjob?jk=5b73d7ce16a8338a,2021 Market Data Analyst - Seoul,Bloomberg 서울,,"work experience using one more programming language... Python, SQL and R Fluency in Korean and English (both spoken..."
